ranked languages,root language,second language,word,word count
,,,morpheus,1
,,,morphy,1
,,,morrow,1
"French,Old French,Greek,Latin",French,Old French,mort,1
,,,mortally,1
,,,mortarboards,1
,,,mortgage,1
,,,mortgaged,1
,,,mortified,1
"French,Old French",French,Old French,mortify,1
,,,moslem,1
,,,mosques,1
"Latin,Old French,Greek,Sanskrit,Norse,French",Latin,Old French,mosquito,1
"Sanskrit,Latin,Greek,Old French,French,Norse",Sanskrit,Latin,moss,1
,,,mostly,1
"French,Old French",French,Old French,mote,1
,,,motes,1
"Greek,Norse,Old French,French,Sanskrit,Latin",Greek,Norse,moth,1
,,,motherhood,1
,,,mothering,1
"French,Old French",French,Old French,motive,1
,,,motorcar,1
,,,motorman,1
,,,mots,1
"Old French,French",Old French,French,motto,1
,,,moulang,1
,,,moulding,1
,,,mound,1
,,,mourne,1
,,,mouseabout,1
,,,mousewatching,1
,,,mousey,1
,,,mouthed,1
,,,mouthful,1
,,,mouthorgan,1
,,,moutpat,1
"Sanskrit,Norse,Greek,Old French,French,Germanic,German,Latin,Old Norse",Sanskrit,Norse,mow,1
,,,mower,1
,,,moyvalley,1
,,,muchinjured,1
French,French,,muchly,1
,,,muchtreasured,1
,,,muchwhat,1
,,,mucks,1
,,,mucksweat,1
,,,mudchoked,1
,,,muddled,1
,,,muddy,1
,,,mudflats,1
,,,mudsplashed,1
,,,muffler,1
,,,muglins,1
,,,muhammad,1
,,,mulberrycoloured,1
,,,mulch,1
,,,mules,1
,,,mullaghmast,1
,,,mulled,1
,,,mulligatawny,1
,,,mullins,1
,,,multifarnham,1
"French,Old French",French,Old French,multiform,1
"French,Old French",French,Old French,multiple,1
,,,multisecular,1
"French,Old French",French,Old French,multitude,1
French,French,,mum,1
,,,mumbled,1
,,,mumbling,1
,,,mummers,1
French,French,,mummery,1
,,,mummies,1
French,French,,mumps,1
,,,mumpsypum,1
,,,munchday,1
,,,munro,1
,,,munster,1
,,,mur,1
"Old French,French",Old French,French,mural,1
,,,muratti,1
,,,murderers,1
,,,murphies,1
,,,murren,1
,,,murtagh,1
,,,murzsteg,1
"French,Greek,Old French,Sanskrit,Old Norse,German,Latin,Norse",French,Greek,muscle,1
French,French,,muscular,1
French,French,,muscularity,1
,,,musemathematics,1
,,,mushroom,1
,,,musing,1
,,,musings,1
"French,Greek,Old French,Sanskrit,Norse,German,Latin,Old Norse",French,Greek,musk,1
,,,muskperfumed,1
,,,muskrat,1
,,,mutiny,1
,,,muttering,1
,,,muttonchop,1
,,,muttoning,1
,,,muy,1
,,,myopic,1
,,,mysteries,1
"French,Greek,Old French,Latin",French,Greek,myth,1
,,,myths,1
,,,na,1
French,French,,nab,1
,,,nachez,1
"French,Old French",French,Old French,nadir,1
,,,nae,1
,,,nags,1
,,,nailer,1
,,,nailfile,1
,,,nainsook,1
"Old French,French",Old French,French,nameless,1
,,,namely,1
,,,namesakes,1
,,,naminedamine,1
,,,nannan,1
,,,nannetti's,1
,,,nannygoat,1
,,,napecomb,1
,,,napkinring,1
,,,naples,1
French,French,,napping,1
,,,narrated,1
,,,narrations,1
French,French,,narrative,1
,,,narrowing,1
French,French,,narrowly,1
,,,nascent,1
,,,nasturtiums,1
French,French,,natation,1
,,,natheless,1
,,,nation's,1
,,,nationalised,1
,,,nationalist,1
French,French,,nationality,1
,,,nations,1
,,,natives,1
,,,naturally,1
"Greek,French,Old French",Greek,French,naught,1
,,,naumann,1
"French,Greek,Old French",French,Greek,nautical,1
"French,Latin,Old French,Greek,Old Norse,German,Norse,Sanskrit",French,Latin,naval,1
,,,navelcord,1
"French,Old French",French,Old French,navigable,1
"French,Old French",French,Old French,navigation,1
,,,navvies,1
French,French,,neap,1
,,,nearest,1
,,,neary,1
,,,neatsleather,1
,,,neave,1
,,,nebrakada,1
,,,nebulae,1
,,,necessarily,1
,,,necessities,1
,,,neckarching,1
,,,neckcloth,1
,,,nectarous,1
French,French,,neglect,1
,,,neglected,1
"French,Old French",French,Old French,negligent,1
,,,negotiated,1
"Latin,Old French,Greek,French",Latin,Old French,neigh,1
,,,nell,1
,,,nelson's,1
French,French,,nemo,1
,,,nephews,1
,,,neptunian,1
,,,nerve,1
,,,nervy,1
French,French,,nescient,1
,,,nethermost,1
,,,neumonia,1
"Old French,French",Old French,French,neuralgia,1
,,,neuralgic,1
"Old French,French",Old French,French,neuter,1
,,,neverfailing,1
,,,neversetting,1
,,,nevertell,1
French,French,,nevertheless,1
,,,newbaked,1
,,,newbarbered,1
,,,newborn,1
,,,newbought,1
,,,newcastle,1
,,,newcomers,1
,,,newgathered,1
,,,newington,1
,,,newmown,1
French,French,,newness,1
,,,newphew,1
,,,newsboards,1
,,,newspapers,1
,,,niagara,1
,,,niall,1
,,,nibble,1
,,,nibbled,1
,,,nibbling,1
,,,nicelooking,1
"Greek,Old French,French",Greek,Old French,niche,1
,,,nichols,1
,,,nicked,1
"Old French,French",Old French,French,nickname,1
,,,nie,1
,,,nifty,1
"French,Greek,Old French",French,Greek,nigger,1
,,,niggerlips,1
,,,nighed,1
,,,nightblue,1
,,,nightclouds,1
,,,nightfall,1
,,,nightstalk,1
,,,nightstock,1
,,,nightwalkers,1
,,,nile,1
,,,nilebank,1
French,French,,nimbus,1
,,,ninbad,1
,,,ninepence,1
,,,nines,1
"Sanskrit,French,Old French,Latin,Greek",Sanskrit,French,ninety,1
,,,ninetyeight,1
,,,ninetyfour,1
,,,ninetynine,1
,,,nipping,1
,,,nipples,1
,,,nisi,1
,,,nist,1
,,,noah,1
,,,nobler,1
,,,nobly,1
,,,nobodyd,1
,,,noctambulist,1
,,,noddy,1
,,,noded,1
,,,nodes,1
"Old French,French",Old French,French,nohow,1
,,,noiselessly,1
"French,Old French",French,Old French,nomenclature,1
,,,nominally,1
French,French,,nominate,1
French,French,,non,1
,,,non-compo,1
French,French,,nonce,1
,,,nonconformist,1
French,French,,nondescript,1
,,,nonentity,1
French,French,,nones,1
,,,nonexistence,1
,,,nonluminous,1
,,,nono,1
,,,nonplussed,1
,,,noodly,1
,,,nookshotten,1
,,,noonreek,1
,,,nooses,1
,,,normally,1
,,,northumberland,1
,,,northwest,1
,,,norwegian,1
,,,nosebag,1
,,,nosebags,1
,,,nosed,1
,,,nosehole,1
,,,nosejam,1
,,,nosepaint,1
,,,noserags,1
,,,nosewings,1
French,French,,nostril,1
,,,nostrums,1
,,,notches,1
,,,nothandle,1
,,,noticing,1
"French,Old French",French,Old French,notoriety,1
,,,notts,1
French,French,,notwithstanding,1
"French,Old French,Greek",French,Old French,noun,1
,,,nourished,1
,,,nourishing,1
French,French,,novelty,1
,,,nowise,1
,,,noxiousness,1
,,,nozz1e,1
"French,Latin,Sanskrit,Greek,Old French",French,Latin,nucleus,1
"French,Old French",French,Old French,nude,1
,,,nudged,1
,,,nudging,1
"French,Old French",French,Old French,nudity,1
French,French,,nullify,1
,,,numbskull,1
,,,numerals,1
,,,numerically,1
,,,nurseling,1
,,,nurserymen,1
,,,nutarians,1
,,,nutbrown,1
,,,nutshell,1
,,,nutsteak,1
,,,nuzzling,1
,,,nyumnyum,1
,,,o'beirne,1
,,,o'bergan,1
,,,o'bloom,1
,,,o'callaghan,1
,,,o'dignam,1
,,,o'donohoe,1
,,,o'donovan,1
,,,o'gaunt,1
,,,o'grady,1
,,,o'growney,1
,,,o'hagan,1
,,,o'hickeys,1
,,,o'kennedys,1
,,,o'lees,1
,,,o'loughlin,1
,,,o'mara,1
,,,o'neill's,1
,,,o'nolan,1
,,,o'reillys,1
,,,o'ryan,1
,,,o'shiels,1
,,,o'sullivan,1
,,,o'toole,1
,,,o.p,1
,,,oaken,1
,,,oaklands,1
,,,oakley,1
,,,oakpale,1
,,,oakroom,1
"Sanskrit,Latin,Greek,Old French,French",Sanskrit,Latin,oar,1
,,,oarweeds,1
,,,oaten,1
,,,oatmealwater,1
"French,Old French,Greek",French,Old French,obeisance,1
"French,Old French",French,Old French,obese,1
,,,obeyed,1
,,,objurgations,1
,,,obliterated,1
"French,Old French",French,Old French,oblivion,1
,,,obscurely,1
"French,Old French",French,Old French,observance,1
,,,observations,1
,,,observes,1
"French,Old French",French,Old French,obsession,1
French,French,,obsolescent,1
"French,Old French,Greek",French,Old French,obstreperous,1
,,,obstropolos,1
,,,obstructing,1
,,,obtunding,1
"French,Old French,Greek",French,Old French,obtuse,1
French,French,,obverse,1
,,,occam,1
,,,occluded,1
"French,Old French",French,Old French,occult,1
French,French,,occultation,1
,,,occultly,1
"French,Old French",French,Old French,occupant,1
,,,occupier,1
"French,Old French,Greek",French,Old French,occupy,1
"French,Old French",French,Old French,occurrence,1
,,,occurrences,1
,,,occurs,1
,,,oceanflowing,1
,,,oceangreen,1
,,,oceans,1
,,,oceansong,1
"French,Old French",French,Old French,ocular,1
,,,odes,1
,,,odessa,1
"French,Old French",French,Old French,odious,1
,,,odyssus,1
,,,oer,1
,,,offals,1
,,,offences,1
,,,offending,1
,,,offensively,1
,,,oftentimes,1
,,,oftloved,1
,,,og,1
French,French,,ogham,1
"French,Old French,Greek",French,Old French,ogle,1
,,,ogled,1
,,,ogling,1
,,,oharas,1
,,,oho,1
,,,oilcakes,1
,,,oiled,1
,,,oiling,1
,,,oilpainting,1
,,,oilskin,1
,,,oily,1
,,,oldfashioned,1
,,,oldish,1
,,,oldly,1
,,,oldtime,1
,,,ole,1
"French,Old French",French,Old French,oleaginous,1
,,,olivepress,1
,,,olivetrees,1
,,,ollav,1
,,,omens,1
,,,ominous—for,1
French,French,,omission,1
,,,omitted,1
,,,omitting,1
French,French,,omnipresent,1
"French,Old French",French,Old French,omnium,1
,,,omphalos,1
,,,onan,1
,,,oncoming,1
,,,onehandled,1
,,,onelensed,1
,,,ongot,1
,,,onlookers,1
,,,ontario,1
,,,onwards,1
,,,ooddleooddle,1
,,,ooeeehah,1
,,,ook,1
,,,oomb,1
,,,ooo,1
,,,ooos,1
"Greek,Old French,French",Greek,Old French,ooze,1
,,,oozed,1
,,,opeecue,1
,,,operacloaks,1
,,,operaglass,1
,,,operaglasses,1
,,,operated,1
,,,operations,1
,,,ophelia,1
"French,Old French",French,Old French,opine,1
,,,opined,1
,,,opisso,1
"French,Old French",French,Old French,opposition,1
"French,Old French",French,Old French,oppress,1
French,French,,opprobrium,1
"French,Greek,Old French",French,Greek,optic,1
,,,oracled,1
"French,Old French,Latin,Sanskrit,Greek",French,Old French,oral,1
,,,orangeblossoms,1
,,,orangefiery,1
,,,orangeflower,1
,,,orangegroves,1
,,,orangekeyed,1
,,,orangepeels,1
"French,Latin,Old French,Greek",French,Latin,orator,1
,,,orbit,1
,,,orbits,1
"Old French,French",Old French,French,orchard,1
,,,ordered,1
,,,orderly,1
,,,ordinarily,1
,,,ordnance,1
,,,oreilly,1
,,,orelli,1
,,,organgrinder,1
,,,organgrinders,1
"Old French,French",Old French,French,organic,1
French,French,,organisation,1
,,,organised,1
French,French,,organiser,1
,,,orifices,1
,,,originating,1
,,,orion,1
"Old French,Greek,French",Old French,Greek,ornament,1
,,,ornaments,1
French,French,,orotund,1
,,,orphan,1
,,,orreries,1
,,,orthographical,1
,,,orts,1
French,French,,osculation,1
"French,Old French,Greek",French,Old French,osier,1
,,,osmond,1
,,,ostensibly,1
,,,osteopathic,1
,,,ostler,1
,,,other's,1
,,,otherwhither,1
"French,Old French",French,Old French,ounce,1
,,,ounces,1
,,,ouns,1
,,,ours,1
French,French,,outbreak,1
,,,outdone,1
,,,outfitter,1
,,,outflings,1
,,,outgoer,1
,,,outlay,1
,,,outlive,1
,,,outlived,1
,,,outraged,1
,,,outs,1
,,,outsize,1
,,,outsmiled,1
,,,outspanned,1
,,,outspread,1
,,,outstay,1
,,,outstretched,1
,,,outstripped,1
,,,outwandered,1
,,,outwardly,1
"Germanic,German,Old Norse,Norse,Sanskrit,Old French,French,Greek,Latin",Germanic,German,oven,1
,,,overclouding,1
,,,overcoats,1
,,,overflow,1
"Old French,French,Latin,Greek",Old French,French,overhear,1
French,French,,overlong,1
,,,overpowers,1
French,French,,overspread,1
,,,overstepped,1
,,,overstrung,1
French,French,,overtake,1
French,French,,overthrow,1
French,French,,overtone,1
,,,overtures,1
,,,overwhelmingly,1
,,,ovoblastic,1
,,,ovoca,1
,,,owed,1
,,,owlin,1
,,,owny,1
French,French,,oxen,1
,,,oxenford,1
,,,oxengut,1
,,,oxford's,1
,,,oxhide,1
French,French,,oxtail,1
,,,oxy,1
,,,oz,1
,,,p.p,1
French,French,,pabulum,1
,,,paced,1
,,,pacific,1
,,,packer,1
,,,packing,1
"Old French,Greek,French",Old French,Greek,paddock,1
,,,padlock,1
,,,padney,1
"French,Old French",French,Old French,pagan,1
French,French,,paganism,1
,,,paganry,1
,,,paget,1
,,,paidup,1
,,,pailer,1
,,,painters,1
,,,paintpot,1
,,,palaces,1
,,,paled,1
,,,palely,1
French,French,,paleolithic,1
,,,paler,1
,,,palfreys,1
,,,palice,1
,,,pallas,1
,,,pallbearers,1
,,,palles,1
"French,Old French",French,Old French,palliative,1
French,French,,pallid,1
,,,palmnut,1
,,,palmoil,1
,,,palps,1
"French,Greek,Old French",French,Greek,paltry,1
,,,paly,1
,,,pampooties,1
,,,panamahelmeted,1
,,,pandies,1
,,,panel,1
,,,panloaf,1
,,,pans,1
,,,pansies,1
,,,pantaloon,1
"French,Latin,Old French,Greek",French,Latin,pantaloons,1
,,,panthersahib,1
,,,panto,1
,,,pantomime,1
"French,Old French,Greek",French,Old French,pantry,1
"French,Old French,Greek,Latin,Sanskrit,Norse",French,Old French,pap,1
,,,papas,1
,,,paperstuck,1
,,,paperweight,1
,,,papish,1
,,,papishes,1
,,,paps,1
"French,Greek,Old French,Latin,Sanskrit",French,Greek,parable,1
,,,paracelsus,1
French,French,,parachute,1
"Old French,French",Old French,French,paradigm,1
"Old French,French",Old French,French,paradisiacal,1
,,,parafes,1
"Old French,French,Greek",Old French,French,paraffin,1
"French,Greek,Old French",French,Greek,paragon,1
,,,paragoric,1
"French,Greek,Old French",French,Greek,paragraph,1
,,,parallactic,1
French,French,,parallelism,1
,,,paralyse,1
"Old French,French,Greek",Old French,French,paralysis,1
"French,Old French",French,Old French,paramount,1
French,French,,paramour,1
,,,paraphenomena,1
"Old French,French",Old French,French,paraphernalia,1
"French,Greek,Old French",French,Greek,parasite,1
"Old French,French",Old French,French,parasitic,1
,,,parboiled,1
"French,Old French",French,Old French,parcel,1
"French,Greek,Old French,Latin",French,Greek,parchment,1
,,,pared,1
,,,parentages,1
"French,Greek,Old French",French,Greek,parenthesis,1
,,,parents,1
"French,Greek,Old French,Latin",French,Greek,parish,1
,,,parked,1
,,,parks,1
,,,parleyvoo,1
,,,parliamentary,1
,,,parlours,1
,,,parried,1
"Old French,Latin,Greek,French",Old French,Latin,parsley,1
"French,Old French",French,Old French,parson,1
,,,parthenon,1
"French,Old French",French,Old French,partiality,1
French,French,,participate,1
"French,Greek,Old French",French,Greek,participle,1
French,French,,particle,1
,,,particles,1
,,,particoloured,1
,,,particulars,1
,,,partner,1
,,,partook,1
,,,parturiate,1
French,French,,parturient,1
,,,pasha,1
French,French,,passenger,1
,,,passionist,1
,,,passover,1
,,,pasterns,1
,,,pastille,1
,,,pasturelands,1
,,,pastures,1
,,,pasty,1
,,,patches,1
,,,patellar,1
,,,patently,1
,,,pater,1
"French,Old French",French,Old French,paternal,1
"French,Old French",French,Old French,paternity,1
,,,patey,1
"French,Greek,Old French",French,Greek,pathetic,1
French,French,,pathological,1
,,,paths,1
,,,patk,1
"French,Old French,Latin,Sanskrit,Greek",French,Old French,patrician,1
,,,patricio,1
"French,Greek,Old French,Sanskrit,Latin",French,Greek,patriot,1
,,,patriotism,1
French,French,,patronage,1
French,French,,patsy,1
,,,patted,1
,,,pattern,1
,,,patting,1
French,French,,patty,1
,,,paula,1
"French,Old French,Greek,Latin",French,Old French,paunch,1
,,,paunchbrow,1
,,,pauses,1
,,,pausing,1
,,,paved,1
,,,pavements,1
,,,paven,1
,,,pavior,1
,,,pawing,1
,,,pawn,1
,,,pawnbroker,1
,,,pawned,1
,,,pawns,1
,,,pawnshop,1
French,French,,pax,1
,,,paybox,1
"Greek,Old French,French",Greek,Old French,pea,1
,,,peacemaker,1
"French,Latin,Old French,Greek",French,Latin,peach,1
,,,peachblossom,1
,,,peacify,1
,,,peaked,1
,,,pealed,1
,,,pealing,1
"French,Old French",French,Old French,pearl,1
,,,pearson,1
,,,peasants,1
,,,peashooter,1
"French,Old French,Greek",French,Old French,peat,1
,,,peatmot,1
,,,peatsmoke,1
,,,peau,1
"Old French,French",Old French,French,pebble,1
,,,peccaminous,1
,,,pecked,1
,,,pecker,1
,,,peckish,1
"French,Old French",French,Old French,pectoral,1
,,,peculiarly,1
"French,Greek,Old French",French,Greek,pedagogy,1
,,,pedalling,1
,,,pedestrian,1
,,,pedestrians,1
"French,Greek,Old French,Latin",French,Greek,pedigree,1
,,,pedlar,1
,,,peekaboo,1
,,,peel,1
,,,peeled,1
,,,peeling,1
,,,peels,1
,,,peepofgold,1
,,,peers,1
,,,peeved,1
French,French,,peevish,1
,,,pegging,1
,,,pegs,1
"Latin,Greek,Old French,French",Latin,Greek,pelican,1
,,,pellmell,1
,,,pelters,1
,,,pelts,1
,,,pelurious,1
French,French,,pelvic,1
,,,pencils,1
,,,pendennis,1
,,,penetrated,1
,,,penetrativeness,1
,,,peninsular,1
"French,Old French",French,Old French,penitent,1
,,,penknife,1
"French,Old French",French,Old French,pensioner,1
"French,Old French",French,Old French,pensive,1
,,,pensively,1
,,,pentateuch,1
,,,perambulating,1
,,,perambulations,1
French,French,,perceptive,1
,,,percolating,1
"French,Old French",French,Old French,peregrination,1
,,,perfectible,1
,,,perfervidly,1
French,French,,perforate,1
,,,perforated,1
"French,Old French",French,Old French,perform,1
"Old French,French",Old French,French,perigee,1
"Old French,French",Old French,French,perihelion,1
,,,perils,1
,,,periods,1
"French,Old French",French,Old French,periphrastic,1
,,,periplipomenes,1
"French,Old French",French,Old French,perish,1
,,,periwinkles,1
"French,Old French",French,Old French,perjury,1
"French,Old French",French,Old French,permanent,1
,,,permanently,1
,,,permeates,1
,,,permit,1
,,,perpetrating,1
French,French,,perpetual,1
,,,perpetuating,1
,,,perpetuators,1
"French,Old French",French,Old French,perplexity,1
,,,perragordas,1
,,,persevering,1
"French,Old French",French,Old French,persist,1
"French,Old French",French,Old French,persistence,1
,,,persistently,1
French,French,,personable,1
"Old French,French",Old French,French,personality,1
"French,Old French",French,Old French,personalty,1
"French,Old French",French,Old French,persuade,1
,,,pertaining,1
"French,Old French",French,Old French,pertinent,1
,,,peru,1
,,,perverted,1
,,,pesetas,1
"French,Old French",French,Old French,pest,1
"French,Old French",French,Old French,pester,1
,,,pestering,1
French,French,,pestilential,1
"French,Latin,Old French,Greek,Norse,Sanskrit",French,Latin,pestle,1
,,,petals,1
,,,petrified,1
,,,petrolpropelled,1
,,,petting,1
,,,pettiwidth,1
,,,pettycash,1
,,,pewopener,1
"French,Old French,Greek,Latin",French,Old French,pewter,1
,,,pflaaaap,1
,,,pfotts,1
,,,pfrwritt,1
,,,pfuiiiiiii,1
,,,phaeacians,1
"French,Old French",French,Old French,phaeton,1
,,,phantasmal,1
"French,Old French,Greek",French,Old French,phantom,1
,,,phantoms,1
"Old French,French",Old French,French,pharmaceutical,1
,,,phedo,1
,,,phew,1
,,,phibsborough,1
,,,philosophised,1
,,,philotheology,1
,,,philpot,1
,,,phiz,1
,,,phlegmy,1
,,,phoned,1
French,French,,phonic,1
,,,phosphorescence,1
"Greek,French,Old French",Greek,French,phosphorus,1
,,,photius,1
,,,photographer,1
,,,photographic,1
,,,photophobe,1
French,French,,phraseology,1
,,,phthailer,1
"French,Greek,Old French",French,Greek,physic,1
,,,physical,1
"French,Old French",French,Old French,physician,1
French,French,,physicist,1
"Old French,French",Old French,French,physics,1
,,,physiologist,1
,,,physog,1
"Old French,French",Old French,French,pianissimo,1
"French,Greek,Old French",French,Greek,pianist,1
,,,piannyer,1
,,,pianoplaying,1
,,,pianos,1
,,,piazzi,1
,,,pickaback,1
,,,pickeystone,1
"Old French,French",Old French,French,pickled,1
,,,pickthank,1
,,,picnicmakers,1
,,,pico,1
French,French,,pictorial,1
,,,pictured,1
,,,pidgeon,1
,,,pierglass,1
,,,pies,1
,,,pieta,1
"French,Old French,Greek",French,Old French,piety,1
,,,pig's,1
"French,Old French,Greek",French,Old French,pigeon,1
,,,pigeonhole,1
,,,pigeonhouse,1
,,,pigments,1
,,,pigtails,1
,,,pikestaff,1
,,,piking,1
,,,pilate,1
,,,piledup,1
"French,Old French,Sanskrit,Norse,Latin,Greek",French,Old French,pilgrim,1
,,,pillarbox,1
,,,pillared,1
,,,pilldoctor,1
,,,pillows,1
,,,pilosity,1
,,,pilots,1
,,,pimlico,1
,,,pimp,1
,,,pimping,1
,,,pinbad,1
,,,pinches,1
,,,pincushions,1
"Old French,Sanskrit,Greek,Latin,French",Old French,Sanskrit,pine,1
,,,pinhead,1
,,,pinhold,1
,,,pinky,1
,,,pinnacled,1
,,,pinnacles,1
,,,pinnies,1
,,,pinning,1
,,,pintglass,1
"French,Greek,Old French",French,Greek,pip,1
,,,pipeage,1
,,,pipecleaner,1
,,,pipy,1
French,French,,piquant,1
French,French,,pique,1
,,,pisces,1
,,,pisimbo,1
,,,pisistratus,1
,,,pissing,1
,,,pisto,1
"French,Old French,Latin,Greek,Sanskrit",French,Old French,pistol,1
"French,Old French",French,Old French,piston,1
"English,Germanic,German,Old Norse,Old French,French,Greek,Latin,Norse,Sanskrit,American English",English,Germanic,pitch,1
"French,Greek,Old French",French,Greek,pitcher,1
,,,pitches,1
,,,pitifully,1
,,,pitying,1
,,,pityingly,1
,,,piu,1
"French,Old French",French,Old French,placation,1
,,,placentation,1
"French,Old French",French,Old French,placid,1
,,,plagiarist,1
,,,plaguegraves,1
,,,plagues,1
"French,Greek,Old French,Latin,Norse,Sanskrit,Old Norse,German",French,Greek,plaice,1
,,,plainclothes,1
,,,plaining,1
,,,plainlooking,1
,,,plainly,1
French,French,,plaintive,1
,,,plamtroo,1
,,,planed,1
,,,planes,1
,,,planetree,1
,,,planning,1
,,,plantations,1
French,French,,planting,1
,,,plappering,1
,,,plashing,1
French,French,,plaster,1
,,,plasters,1
,,,plastery,1
"Old French,French",Old French,French,plastic,1
"French,Old French",French,Old French,platform,1
,,,plato's,1
,,,platonic,1
,,,platt,1
,,,platters,1
,,,plausibly,1
,,,playbox,1
,,,players,1
,,,playful,1
,,,playgoers,1
,,,plaything,1
,,,playwood,1
,,,playwriter,1
"Old French,French",Old French,French,plaza,1
,,,pleaded,1
,,,pleas,1
French,French,,pleasance,1
,,,pleaser,1
,,,pleasing,1
,,,pleasingly,1
,,,pleated,1
,,,pleats,1
French,French,,pledge,1
,,,pleiades,1
French,French,,plight,1
"French,Greek,Old French,Latin",French,Greek,plinth,1
,,,plod,1
,,,plotching,1
,,,plots,1
,,,plotting,1
,,,ploughing,1
,,,ploughshare,1
,,,plovers,1
,,,plucking,1
,,,plucks,1
,,,plucky,1
,,,plumb,1
,,,plumbers,1
,,,plumed,1
,,,plumeyes,1
,,,pluming,1
,,,plumjuice,1
,,,plumply,1
,,,plumpness,1
,,,plumps,1
,,,plumpudding,1
,,,plumy,1
,,,plunges,1
,,,plunging,1
,,,plup,1
"Old French,French",Old French,French,pneumatic,1
,,,poached,1
,,,poaching,1
,,,podmore,1
"French,Greek,Old French",French,Greek,poem,1
"French,Greek,Old French",French,Greek,poetic,1
,,,pogue,1
,,,poignancy,1
,,,poignards,1
,,,pointer,1
,,,pointsman,1
,,,poisoning,1
,,,poisonous,1
,,,poisons,1
,,,pokorny,1
,,,poky,1
,,,poldo,1
French,French,,polecat,1
,,,poles,1
,,,polestar,1
,,,policeaided,1
,,,polisher,1
,,,polishes,1
"French,Old French",French,Old French,polite,1
,,,politeness,1
French,French,,politics,1
"French,Old French",French,Old French,polity,1
,,,polled,1
"Old French,French,Greek,Sanskrit,Latin",Old French,French,pollen,1
,,,polly,1
,,,polo,1
,,,polonies,1
,,,polyanthus,1
"French,Old French",French,Old French,polychrome,1
,,,polygonal,1
,,,polygons,1
,,,polyhedral,1
"Old French,French",Old French,French,polysyllabic,1
,,,polysyllables,1
,,,pomellated,1
"French,Greek,Old French",French,Greek,pomp,1
,,,pompedy,1
,,,ponchielli,1
"French,Old French",French,Old French,ponder,1
,,,pondering,1
French,French,,ponderous,1
,,,ponders,1
,,,pontius,1
,,,ponts,1
French,French,,pony,1
,,,ponytraps,1
,,,pooah,1
,,,pooh,1
,,,poolbeg,1
,,,pooling,1
,,,pools,1
,,,poorbox,1
,,,popguns,1
,,,poppies,1
,,,poppysyrup,1
,,,pops,1
"French,Old French,Greek",French,Old French,popular,1
,,,populated,1
French,French,,population,1
"French,Greek,Old French",French,Greek,porcelain,1
,,,pored,1
,,,poring,1
,,,porkbutchers,1
,,,porkers,1
,,,porkshop,1
,,,porksteak,1
,,,pornographical,1
,,,pornosophical,1
"French,Old French",French,Old French,porous,1
"French,Old French,Latin,Sanskrit,Greek,Old Norse,Norse",French,Old French,porpoise,1
"French,Old French",French,Old French,portable,1
"French,Old French",French,Old French,portal,1
"French,Old French",French,Old French,portcullis,1
,,,portending,1
"French,Old French",French,Old French,portent,1
French,French,,portentous,1
,,,porterbottle,1
"Old French,French",Old French,French,portico,1
,,,portinari,1
"French,Old French",French,Old French,portion,1
,,,portland,1
,,,portwine,1
,,,posadas,1
,,,posed,1
,,,posies,1
,,,posited,1
,,,positing,1
,,,positions,1
,,,possing,1
,,,postage,1
,,,postcards,1
,,,postcenal,1
,,,postdiluvian,1
"Old French,French",Old French,French,posted,1
"French,Old French,Greek",French,Old French,posterity,1
"French,Old French",French,Old French,postern,1
,,,postexilic,1
,,,posthaste,1
,,,postman,1
,,,postmortem,1
,,,postsatisfaction,1
"French,Old French",French,Old French,potation,1
"Greek,French,Old French",Greek,French,potent,1
,,,potheen,1
"French,Latin,Old French,Greek,Sanskrit",French,Latin,potion,1
,,,potions,1
,,,potitus,1
,,,potstick,1
"Old French,French",Old French,French,potter,1
,,,potterton,1
,,,potwalloping,1
"French,Old French,Greek",French,Old French,pouch,1
,,,poulaphouca,1
,,,pouncing,1
,,,poundage,1
,,,pours,1
"French,Old French,Latin,Greek",French,Old French,pout,1
,,,pouted,1
,,,pouting,1
,,,povertystricken,1
,,,powders,1
,,,powdery,1
,,,powerhouse,1
,,,powerless,1
,,,powers,1
,,,powerscourt,1
French,French,,poxy,1
,,,pprrpffrrppffff,1
"French,Greek,Old French",French,Greek,practical,1
,,,practising,1
"French,Old French",French,Old French,practitioner,1
,,,practitioners,1
,,,praisefed,1
,,,pranks,1
,,,prattled,1
,,,praying,1
,,,prayingdesks,1
,,,preached,1
,,,preapprehended,1
,,,prearranged,1
"French,Old French",French,Old French,precaution,1
"French,Old French",French,Old French,precept,1
French,French,,precession,1
,,,precip,1
,,,precipat,1
,,,precipitated,1
"French,Old French",French,Old French,precipitous,1
"French,Old French",French,Old French,precise,1
"French,Old French",French,Old French,precision,1
French,French,,preclude,1
French,French,,precocious,1
,,,precombustible,1
,,,preconsidered,1
"French,Old French",French,Old French,predestination,1
,,,predominance,1
"French,Old French",French,Old French,predominant,1
"French,Latin,Greek,Old French",French,Latin,preen,1
,,,preened,1
,,,preening,1
,,,preestablished,1
,,,preexisting,1
,,,prefaced,1
"French,Old French",French,Old French,preference,1
,,,prefers,1
"French,Old French",French,Old French,pregnant,1
,,,prejudice,1
"French,Old French",French,Old French,prelate,1
,,,prelates,1
,,,preliminaries,1
"French,Old French,Greek",French,Old French,prelude,1
"French,Greek,Old French",French,Greek,premature,1
,,,premeditated,1
,,,premeditatedly,1
,,,premeditative,1
,,,premiated,1
