ranked languages,root language,second language,word,word count
,,,jerks,1
,,,jerry,1
,,,jets,1
,,,jewesses,1
,,,jews,1
,,,jobs,1
,,,jog-along,1
,,,jokers,1
,,,josser,1
,,,jostled,1
French,French,,journalism,1
French,French,,joviality,1
,,,joyful,1
,,,joyfully,1
,,,joys,1
,,,judgments,1
,,,judiciously,1
,,,julia's,1
,,,julia's—arrayed,1
,,,juliet,1
,,,july,1
,,,jump,1
,,,jumping,1
,,,june,1
"French,Old French",French,Old French,junior,1
"Old French,French",Old French,French,juror,1
"French,Old French",French,Old French,jury,1
French,French,,justifiable,1
,,,jutting,1
,,,kavanagh's,1
,,,kearneys,1
,,,kearneys—musical,1
,,,keegan,1
,,,keener,1
,,,key-board,1
,,,keys,1
,,,kicked,1
,,,kicks,1
"French,Greek,Old French",French,Greek,kid,1
,,,kilkelly,1
,,,killarney,1
,,,killed,1
,,,kinder,1
French,French,,kindness,1
French,French,,kindred,1
,,,kinds,1
,,,kingsbridge,1
"Old French,Greek,Sanskrit,Latin,French",Old French,Greek,kink,1
,,,kirwan,1
"French,Old French",French,Old French,knack,1
"Old French,Greek,Latin,French",Old French,Greek,knit,1
"Sanskrit,French,Latin,Greek,Old French",Sanskrit,French,knob,1
,,,knocker,1
,,,knocking,1
,,,knotted,1
,,,know—to,1
,,,kowtowing,1
,,,kramer,1
,,,labels,1
"French,Old French",French,Old French,laborious,1
,,,laboriously,1
,,,lacking,1
,,,laden,1
,,,ladling,1
,,,lads,1
"Greek,Old French,French",Greek,Old French,lager,1
,,,lakes,1
"Greek,Old Norse,Old French,French,Latin,Norse,Sanskrit",Greek,Old Norse,lamb,1
,,,lambabaun,1
,,,lame,1
,,,lamely,1
,,,lamented,1
,,,landlady,1
,,,landscape,1
,,,lanes,1
,,,languages,1
,,,lanterns,1
"German,Old Norse,Old French,French,Latin,Greek,Norse,Sanskrit",German,Old Norse,lap,1
,,,lapsed,1
,,,larry,1
,,,latchkey,1
"Old French,French,Greek",Old French,French,latent,1
,,,launched,1
French,French,,lavatory,1
"French,Old French,Latin,Greek",French,Old French,lavender,1
"French,Old French",French,Old French,lawn,1
,,,lay-brother,1
,,,layman,1
,,,lazily,1
French,French,,leaden,1
,,,leads,1
,,,leaf-shaped,1
,,,league,1
"Sanskrit,Old French,French,Greek,Latin",Sanskrit,Old French,leap,1
,,,leaped,1
,,,leaping,1
,,,leather-bound,1
"French,Greek,Old French",French,Greek,leech,1
,,,leered,1
,,,leghorn,1
French,French,,legitimate,1
"French,Old French",French,Old French,leisure,1
,,,lending,1
,,,lenses,1
,,,leoville,1
,,,lesser,1
,,,leverett,1
,,,liberalism,1
,,,liberated,1
,,,libh,1
"French,Old French,Greek",French,Old French,library,1
,,,licensed,1
,,,lick,1
,,,licked,1
"Latin,Greek,Old Norse,Old French,French,Norse,Sanskrit",Latin,Greek,lid,1
,,,lies,1
,,,life—and,1
,,,life—but,1
,,,lift,1
,,,light-heartedly,1
,,,liking,1
,,,limericks,1
"French,Old French",French,Old French,limit,1
,,,limits,1
,,,limp,1
,,,limped,1
"French,Old French",French,Old French,lineal,1
"Latin,Old French,French,Greek,Sanskrit",Latin,Old French,linger,1
,,,lingered,1
,,,linked,1
"Old French,French",Old French,French,links,1
"French,Greek,Old French,Germanic,Latin,Sanskrit,Welsh,Old English,Norse,German,Old Norse,English,American English",French,Greek,lion,1
,,,lip—a,1
,,,liqueurs,1
,,,liquid,1
,,,listlessly,1
,,,litanies,1
,,,lithia,1
,,,littered,1
,,,liverpool,1
,,,lizzie,1
,,,load,1
,,,loans,1
,,,loathed,1
,,,lobes,1
,,,locked,1
,,,lodgers,1
,,,lodging,1
,,,loft,1
,,,londoner,1
,,,loneliness,1
French,French,,longing,1
,,,looking-glass,1
,,,looped,1
"French,Greek,Old French",French,Greek,loophole,1
,,,loosely,1
,,,loosen,1
,,,loosened,1
French,French,,lordly,1
,,,losers,1
,,,loud-voiced,1
,,,lovers,1
,,,low-cut,1
,,,lowered,1
,,,lucan,1
,,,lucrezia,1
French,French,,ludicrous,1
,,,lumps,1
French,French,,lunch,1
,,,lunch-time,1
"Old French,French",Old French,French,luncheon,1
,,,lunches,1
,,,lunch—a,1
,,,lurch,1
,,,lustre,1
,,,lusts,1
,,,lutes,1
,,,luxuriated,1
,,,lux—light,1
,,,m'coy's,1
"French,Old French",French,Old French,machinery,1
,,,madness,1
French,French,,madonna,1
"Old French,French",Old French,French,madrigal,1
"French,Greek,Latin,Old French",French,Greek,magazine,1
,,,magellan,1
,,,magic-lantern,1
"French,Old French",French,Old French,magnificent,1
,,,magnified,1
French,French,,magniloquent,1
"French,Old French",French,Old French,major,1
"French,Old French",French,Old French,majority,1
,,,maker,1
French,French,,maleficent,1
"French,Old French",French,Old French,mall,1
,,,malodorous,1
,,,man-o-war,1
"Greek,Old French,Latin,French",Greek,Old French,manage,1
,,,mangan,1
,,,mangan's,1
French,French,,manifest,1
"French,Old French",French,Old French,manikin,1
,,,mannerisms,1
,,,mannie,1
,,,manoeuvres,1
,,,mansions,1
French,French,,manuscript,1
,,,marble,1
,,,margaret,1
,,,maritana,1
French,French,,marked,1
,,,markets,1
,,,marlborough,1
,,,marred,1
,,,married—she,1
,,,marrying,1
,,,mask,1
,,,massey,1
,,,masterfully,1
,,,masts,1
,,,match-sellers,1
,,,materials,1
"French,Old French",French,Old French,maternal,1
,,,mates,1
,,,matronly,1
"French,Old French",French,Old French,maturity,1
,,,maynooth,1
French,French,,maze,1
,,,mccloud,1
French,French,,meagre,1
,,,meals,1
,,,meanwhile,1
,,,mechanical,1
,,,mechanicians,1
,,,mediaeval,1
"French,Greek,Old French,Latin",French,Greek,mediocre,1
French,French,,meditate,1
,,,meek,1
,,,meekly,1
,,,melbourne,1
,,,melodies,1
"French,Old French",French,Old French,melodious,1
,,,memoirs,1
,,,memoranda,1
,,,memory—if,1
,,,men's,1
"French,Old French,Greek,Latin",French,Old French,menace,1
,,,menacingly,1
,,,mentally,1
French,French,,mention,1
"French,Greek,Old French",French,Greek,mercantile,1
French,French,,merchant,1
,,,merciful,1
,,,merest,1
French,French,,merrily,1
,,,merry-making,1
"Old French,French",Old French,French,mess,1
"French,Greek,Old French",French,Greek,metal,1
,,,methods,1
,,,me—eh,1
French,French,,mice,1
,,,miching,1
"Greek,Old French,French",Greek,Old French,midday,1
,,,middle-aged,1
,,,midland,1
French,French,,midst,1
French,French,,mignon,1
,,,milan,1
French,French,,mildly,1
,,,miles,1
,,,military,1
,,,mills,1
,,,mimicking,1
"French,Old French",French,Old French,mineral,1
,,,mingled,1
,,,minsters,1
,,,minstrels,1
"Old French,French,Latin,Greek",Old French,French,mirth,1
,,,mirthless,1
,,,misdirected,1
"French,Old French",French,Old French,miserable,1
,,,misgave,1
,,,missus,1
,,,mistaken,1
,,,mistook,1
,,,mistresses,1
,,,misunderstood,1
"German,Old Norse,Norse,Greek,Latin,Sanskrit,Old French,French",German,Old Norse,mite,1
,,,mitigated,1
,,,mits,1
"French,Latin,Old French,Greek,German,Old Norse,Norse,Sanskrit",French,Latin,mix,1
,,,mmmyes,1
,,,moaning,1
,,,mock,1
French,French,,mockery,1
"French,Greek,Latin,Sanskrit,Old French",French,Greek,model,1
,,,moderately,1
,,,modestly,1
,,,modified,1
,,,moistened,1
French,French,,moisture,1
French,French,,molten,1
,,,moment's,1
French,French,,momentary,1
"French,Greek,Old French",French,Greek,monarch,1
"French,Greek,Old French",French,Greek,monastery,1
,,,moneylender,1
,,,money—he,1
"Old French,French",Old French,French,monosyllable,1
,,,monotonously,1
,,,moods,1
"Norse,Sanskrit,Old French,French,Greek,Latin",Norse,Sanskrit,moody,1
,,,mooney's,1
,,,mooning,1
"French,Old French",French,Old French,mope,1
,,,moralising,1
,,,mornings,1
,,,morosely,1
,,,morsels,1
,,,mother-of-pearl,1
,,,motoring,1
,,,motorists,1
,,,mottled,1
,,,moulding,1
,,,moulin,1
,,,mouthful,1
,,,mouthfuls,1
,,,movements,1
,,,moyle,1
,,,mozart,1
"Old French,French,Greek,Latin",Old French,French,mucus,1
"Sanskrit,German,French,Latin,English,American English,Germanic,Norse,Greek,Old French,Old Norse",Sanskrit,German,mud,1
,,,muddy,1
,,,muffled,1
,,,muffler,1
"Latin,Old French,French,Greek,Norse,Sanskrit",Latin,Old French,mulberry,1
,,,mumbled,1
,,,munching,1
,,,munno,1
,,,murdered,1
,,,murzka,1
French,French,,muscular,1
,,,mused,1
,,,musha,1
,,,music-loving,1
"French,Old French",French,Old French,musketry,1
"French,Latin,Greek,Old French",French,Latin,muslin,1
"French,Old French,Latin,Greek",French,Old French,muster,1
,,,mutinous,1
,,,mutterings,1
"French,Old French,Latin,Greek,Sanskrit",French,Old French,mutton,1
,,,mutually,1
French,French,,mysterious,1
,,,mysteriously,1
,,,na'e,1
,,,naas,1
,,,nabs,1
,,,naming,1
"French,Old French,Greek",French,Old French,napkin,1
,,,narrowest,1
"French,Old French",French,Old French,nasal,1
,,,nassau,1
,,,nations,1
French,French,,native,1
,,,naturally,1
"Old French,French,Greek",Old French,French,nausea,1
,,,nearest,1
,,,nearing,1
,,,neatly,1
,,,necessitous,1
"Old French,French",Old French,French,necktie,1
,,,needles,1
,,,negro,1
,,,nephews,1
,,,nervousness,1
"Old Norse,Norse,Greek,Old French,French,English,Germanic,Sanskrit,Latin,German",Old Norse,Norse,nest,1
,,,nettled,1
,,,never-to-be-forgotten,1
French,French,,nevertheless,1
,,,new-fangled,1
,,,newport,1
,,,nieces,1
,,,nietzsche,1
,,,night's,1
,,,night-boat,1
,,,nimbly,1
,,,nine-tenths,1
,,,nipper,1
French,French,,nix,1
"French,Old French",French,Old French,nobility,1
,,,nobleman,1
,,,noisiest,1
,,,noisily,1
,,,nominators,1
French,French,,nonsense,1
"Old French,French",Old French,French,normal,1
"Greek,Old French,French",Greek,Old French,northern,1
French,French,,northward,1
,,,norwegian,1
French,French,,nostril,1
,,,notebook,1
,,,noted,1
,,,noticeable,1
"French,Old French",French,Old French,notoriety,1
"French,Old French",French,Old French,novel,1
"French,Old French",French,Old French,novice,1
French,French,,nowadays,1
French,French,,nowhere,1
,,,nudged,1
,,,nudges,1
,,,numbers,1
,,,nuns,1
,,,nurses,1
"Norse,Greek,Sanskrit,Old French,Old Norse,French,Latin",Norse,Greek,nut,1
,,,nutcracker,1
,,,nutcrackers,1
"French,Old French,Sanskrit,Greek,Norse,Latin",French,Old French,nutmeg,1
,,,o'carroll,1
,,,o'clohissey,1
,,,o'donovan,1
,,,o'farrell,1
,,,oats,1
,,,obdurately,1
,,,obediently,1
,,,obeyed,1
,,,objected,1
French,French,,objective,1
"French,Old French",French,Old French,oblige,1
"French,Old French",French,Old French,oblique,1
,,,obscenities,1
"French,Old French",French,Old French,obscure,1
,,,obscurely,1
,,,obsequiously,1
French,French,,observation,1
"French,Old French",French,Old French,observe,1
,,,observer,1
,,,obstinately,1
"French,Old French,Greek",French,Old French,obtuse,1
,,,occasional,1
,,,occasions,1
,,,occupations,1
,,,occupied,1
,,,occurred,1
,,,occurs,1
"French,Old French,Greek",French,Old French,octave,1
,,,octaves,1
,,,october,1
French,French,,odorous,1
,,,odours,1
,,,offhand,1
,,,office-girls,1
"French,Old French",French,Old French,officer,1
,,,offices,1
"French,Old French",French,Old French,official,1
,,,officials,1
French,French,,officiate,1
,,,officiated,1
,,,oftener,1
,,,of—what,1
,,,oil-lamp,1
,,,oil-rag,1
,,,oily,1
,,,oldish,1
,,,old—thirty-two,1
,,,omadhauns,1
,,,ongue,1
,,,onlookers,1
"Greek,Old French,French",Greek,Old French,ooze,1
,,,open-hearted,1
French,French,,openly,1
,,,operas,1
,,,operatic,1
,,,opinions,1
"French,Old French",French,Old French,opportune,1
,,,opportunities,1
"French,Old French",French,Old French,opposition,1
,,,oppressed,1
French,French,,optimist,1
"French,Old French",French,Old French,option,1
"French,Old French",French,Old French,opulence,1
,,,orating,1
"French,Latin,Old French,Greek",French,Latin,orator,1
"French,Old French",French,Old French,oratory,1
,,,orbit,1
,,,orderliness,1
,,,orderly,1
,,,organ-player,1
,,,oriental,1
"French,Old French",French,Old French,origin,1
,,,originally,1
,,,ormond,1
"Old French,Greek,French",Old French,Greek,ornament,1
"Old French,French,Greek",Old French,French,orthodox,1
,,,or——s,1
French,French,,otherwise,1
,,,ou,1
,,,out-and-out,1
,,,out-generalled,1
,,,out-of-doors,1
,,,outdoor,1
French,French,,outer,1
,,,outraged,1
,,,outright,1
,,,outsider,1
,,,outsiders,1
,,,out——,1
,,,overbearing,1
"Sanskrit,Old French,French,Latin,Greek",Sanskrit,Old French,overcome,1
,,,overflowing,1
"Old French,French,Latin,Greek",Old French,French,overhear,1
,,,overheard,1
French,French,,overlook,1
,,,overnight,1
,,,overripe,1
,,,overstayed,1
"Old Norse,Norse,Latin,Sanskrit,Old French,French,Greek",Old Norse,Norse,owe,1
,,,owed,1
"American English,Greek,German,Old French,French,Germanic,English,Old Norse,Latin,Norse,Sanskrit",American English,Greek,ox,1
,,,oxter,1
,,,oysters,1
,,,p,1
,,,p.l.g,1
,,,paced,1
,,,pacifically,1
"French,Old French",French,Old French,pack,1
,,,packed,1
,,,padded,1
,,,paint,1
,,,painters,1
"French,Old French,Sanskrit,Greek,Latin",French,Old French,palace,1
"French,Old French",French,Old French,palate,1
French,French,,palaver,1
,,,paled,1
French,French,,pallid,1
,,,palpitated,1
,,,palpitations,1
,,,panes,1
,,,pang,1
,,,pangs,1
"Old French,French",Old French,French,panorama,1
"French,Old French",French,Old French,pansy,1
,,,pant,1
,,,pantomime,1
"French,Greek,Old French",French,Greek,papa,1
"French,Old French",French,Old French,papal,1
,,,paper-covered,1
,,,paralytic,1
,,,parapets,1
,,,parcelled,1
,,,parisienne—for,1
,,,parkes,1
,,,parole,1
"Old French,Latin,Greek,French",Old French,Latin,parsley,1
"French,Old French",French,Old French,partial,1
,,,particularised,1
,,,particularly,1
,,,particulars,1
,,,partnered,1
,,,parts,1
,,,passes,1
,,,passionately,1
"French,Old French",French,Old French,passive,1
,,,pasted,1
,,,patagonians,1
"French,Old French",French,Old French,patch,1
,,,patent,1
,,,patent-leather,1
,,,paths,1
"French,Old French",French,Old French,patience,1
"French,Old French",French,Old French,patient,1
,,,patiently,1
,,,pattered,1
,,,patterson,1
,,,patting,1
,,,pauses,1
"French,Old French",French,Old French,pavement,1
,,,peace-maker,1
,,,peacock-blue,1
,,,peake,1
,,,peaked,1
,,,peals,1
,,,pearls,1
French,French,,peculiar,1
,,,peeled,1
,,,peeping,1
"Old French,French",Old French,French,peer,1
,,,pegs,1
,,,pellets,1
,,,peloothered,1
,,,pencil,1
,,,pencilled,1
,,,pencils,1
"French,Old French",French,Old French,pending,1
"French,Old French",French,Old French,penitent,1
,,,pennies,1
,,,penny-piece,1
,,,pennyboy,1
"Old French,Latin,Greek,French",Old French,Latin,peony,1
,,,peopled,1
French,French,,pepper,1
,,,peppered,1
,,,perched,1
"Old French,French",Old French,French,perennial,1
,,,perfect,1
"French,Old French",French,Old French,perform,1
,,,performed,1
,,,performing,1
,,,periods,1
,,,perished,1
,,,permanently,1
,,,perplexed,1
"French,Old French",French,Old French,perplexity,1
,,,persia,1
French,French,,persistent,1
,,,personally,1
"French,Old French",French,Old French,persuade,1
,,,persuaded,1
"French,Old French",French,Old French,persuasion,1
,,,persuasively,1
,,,pertly,1
"French,Old French",French,Old French,perturbation,1
,,,perturbed,1
"French,Old French,Greek",French,Old French,perverse,1
,,,petticoats,1
,,,philosophically,1
"French,Greek,Old French",French,Greek,philosophy,1
"French,Greek,Old French",French,Greek,phlegm,1
,,,photograph—in,1
,,,phrasemongers,1
,,,physical,1
"French,Greek,Old French",French,Greek,pianist,1
,,,pianist—but,1
,,,piano-stool,1
,,,picked,1
,,,picking,1
,,,picnic,1
,,,pier-glass,1
,,,pierglass,1
,,,piled,1
,,,pillars,1
,,,piloting,1
,,,pim,1
,,,pimples,1
"German,Latin,Old Norse,Old French,French,Greek,Norse,Sanskrit",German,Latin,pin,1
,,,pinches,1
"French,Latin,Greek,Old French",French,Latin,pink,1
,,,pink-veined,1
"French,Old French,Greek,Latin",French,Old French,pint,1
,,,piously,1
,,,pipeclayed,1
,,,piping,1
"Germanic,Sanskrit,German,Old French,French,Latin,Greek,Old Norse,Norse",Germanic,Sanskrit,pit,1
"English,Germanic,German,Old Norse,Old French,French,Greek,Latin,Norse,Sanskrit,American English",English,Germanic,pitch,1
,,,pitched,1
,,,piteously,1
French,French,,pitiable,1
,,,pitied,1
,,,pitiful,1
,,,pitilessly,1
,,,pius,1
French,French,,pivot,1
,,,placidly,1
French,French,,plaid,1
French,French,,plaintive,1
,,,planks,1
,,,planned,1
,,,plans,1
,,,plants,1
French,French,,plausible,1
"French,Old French",French,Old French,plead,1
French,French,,pleasantry,1
,,,pleasing,1
,,,pleasures,1
"French,Old French,Greek",French,Old French,plenty,1
,,,plots,1
,,,plucked,1
,,,plum-pudding,1
,,,plumped,1
,,,plundered,1
,,,plunged,1
,,,plying,1
,,,pocket-handkerchief,1
"French,Greek,Old French",French,Greek,poetic,1
,,,poised,1
,,,poisons,1
,,,poles,1
"French,Greek,Old French",French,Greek,policy,1
"Old French,French",Old French,French,political,1
,,,polkas,1
"French,Old French",French,Old French,pompous,1
,,,pomps,1
,,,pontificates,1
French,French,,pony,1
,,,poolbeg,1
,,,poor-looking,1
,,,popes—not,1
,,,popes—of,1
,,,popped,1
,,,poppens,1
,,,populated,1
"French,Greek,Old French",French,Greek,porcelain,1
"French,Old French,Greek",French,Old French,porch,1
,,,porters,1
,,,portholes,1
,,,portmanteaus,1
"French,Old French",French,Old French,possibility,1
,,,pots,1
"French,Old French,Greek",French,Old French,pouch,1
,,,pounding,1
"Old French,Greek,French",Old French,Greek,pour,1
,,,powerful-looking,1
"French,Greek,Old French",French,Greek,practical,1
,,,practices,1
"French,Old French",French,Old French,prayer,1
"Greek,Old French,French",Greek,Old French,preach,1
,,,preaching,1
"French,Old French",French,Old French,precaution,1
,,,preceded,1
,,,preconsidered,1
French,French,,predicate,1
"French,Old French,Greek",French,Old French,prefer,1
French,French,,preparatory,1
,,,presently,1
,,,pretending,1
"French,Old French",French,Old French,pretentious,1
"French,Old French,Greek",French,Old French,prevail,1
French,French,,prevalent,1
,,,previously,1
"French,Old French",French,Old French,prey,1
French,French,,price,1
,,,pricked,1
,,,priestess,1
,,,priesthoods,1
French,French,,priestly,1
,,,priests,1
,,,prim,1
French,French,,prima,1
,,,prime,1
,,,prince,1
,,,princely,1
,,,princes,1
"French,Old French",French,Old French,principal,1
"French,Old French,Greek",French,Old French,principle,1
,,,principles,1
"French,Old French,Sanskrit,Norse,Latin,Greek",French,Old French,print,1
,,,printers,1
French,French,,prize,1
,,,prizes,1
,,,pro-cathedral,1
,,,problems,1
French,French,,prodigy,1
,,,produces,1
"French,Old French",French,Old French,production,1
"French,Old French",French,Old French,profane,1
"French,Old French",French,Old French,profession,1
,,,professional,1
,,,professionally,1
French,French,,profile,1
,,,progressing,1
"French,Greek,Old French",French,Greek,project,1
,,,projecting,1
,,,promises,1
,,,promising,1
"French,Old French",French,Old French,pronounce,1
,,,pronounced,1
"French,Old French",French,Old French,pronunciation,1
,,,proofs,1
"Latin,Greek,Norse,Sanskrit,Old French,French",Latin,Greek,prop,1
,,,propagandism,1
"French,Greek,Old French,Latin",French,Greek,property,1
"French,Sanskrit,Old French,Greek,Latin",French,Sanskrit,prophecy,1
,,,proposal,1
"French,Old French",French,Old French,prosperity,1
French,French,,prosperous,1
,,,prostrate,1
French,French,,protect,1
,,,protested,1
,,,protesting,1
,,,protruded,1
French,French,,proudly,1
,,,proved,1
,,,provided,1
"French,Old French",French,Old French,proxy,1
"French,Old French",French,Old French,prudence,1
,,,public-houses,1
,,,publican—eh,1
,,,published,1
,,,puckers,1
,,,pudding-fork,1
,,,puffs,1
,,,pulls,1
,,,pulp,1
"Old French,French",Old French,French,pulse,1
,,,punches,1
,,,punctiliously,1
,,,punctuated,1
,,,purest,1
,,,purposed,1
,,,pushing,1
"Old French,Greek,French",Old French,Greek,pyramid,1
"French,Old French,Greek",French,Old French,quaint,1
,,,quaintness,1
"French,Greek,Old French",French,Greek,quality,1
,,,quarrels,1
,,,quavering,1
French,French,,quincunx,1
,,,quivering,1
,,,quizzically,1
,,,quizzing,1
,,,quoting,1
"French,Latin,Greek,Old French",French,Latin,rabbit,1
,,,radiant,1
"French,Greek,Latin,Old French",French,Greek,rag,1
,,,rail,1
French,French,,raillery,1
,,,raindrops,1
,,,raked,1
,,,rambled,1
"French,Greek,Old French,Latin",French,Greek,random,1
French,French,,rang,1
,,,rank,1
,,,rankled,1
"French,Greek,Old French",French,Greek,rapid,1
,,,rapture,1
,,,raptures,1
,,,rasping,1
"French,Old French",French,Old French,rate,1
,,,ratepayer,1
,,,rattle,1
,,,rattled,1
"Old French,Norse,French,Sanskrit,German,Old Norse,Greek,Latin",Old French,Norse,raucous,1
,,,ravaged,1
,,,ravelli,1
,,,raving,1
,,,re-covered,1
,,,re-emerged,1
,,,re-entered,1
,,,reaching,1
"Greek,French,Old French",Greek,French,reader,1
,,,readily,1
,,,readjusted,1
,,,readjustment,1
,,,reads,1
,,,realists,1
"French,Old French",French,Old French,reality,1
,,,reappeared,1
,,,rearranged,1
,,,reasserted,1
,,,reassurance,1
,,,reassuringly,1
,,,rebuke,1
"French,Old French",French,Old French,recede,1
"Old French,French,Greek,Latin,Sanskrit",Old French,French,recent,1
"French,Old French",French,Old French,recherche,1
,,,recipients—or,1
,,,reciprocated,1
French,French,,recklessness,1
"French,Old French",French,Old French,recognition,1
,,,reconstruct,1
,,,recruits,1
"Old French,French",Old French,French,rectangle,1
"French,Old French",French,Old French,rectify,1
"French,Old French",French,Old French,rectitude,1
French,French,,recur,1
,,,recurrences,1
,,,recurring,1
,,,red-faced,1
,,,red-nosed,1
,,,reddish,1
,,,redeemer,1
,,,redeeming,1
French,French,,reefer,1
,,,reeking,1
,,,reflecting,1
French,French,,reflection,1
French,French,,refractory,1
,,,refraining,1
"French,Old French",French,Old French,refuge,1
,,,refused,1
,,,regained,1
,,,registered,1
"French,Old French",French,Old French,registration,1
,,,regretted,1
French,French,,regulate,1
,,,rehabilitated,1
French,French,,rehearsal,1
,,,rehearsing,1
"French,Old French",French,Old French,reign,1
,,,reiterating,1
,,,related,1
,,,relatives,1
"French,Old French",French,Old French,relaxation,1
,,,relenting,1
,,,relight,1
,,,relish,1
,,,remarked,1
,,,remarks,1
French,French,,remembrance,1
,,,reminding,1
,,,reminds,1
"French,Greek,Old French",French,Greek,reminiscence,1
,,,reminiscences,1
,,,remonstrative,1
"French,Old French,Greek",French,Old French,remorse,1
,,,removal,1
,,,removed,1
,,,removing,1
French,French,,renege,1
"Old French,French",Old French,French,renew,1
"French,Old French",French,Old French,renounce,1
,,,rented,1
,,,repaid,1
,,,repeat,1
,,,repelled,1
French,French,,repentant,1
,,,replace,1
,,,replenished,1
,,,reply,1
,,,reports,1
French,French,,repose,1
,,,reposing,1
"French,Old French",French,Old French,represent,1
,,,represented,1
,,,reputed,1
,,,required,1
"French,Old French",French,Old French,resemble,1
,,,resembled,1
,,,resembling,1
"French,Old French",French,Old French,resignation,1
,,,resignedly,1
,,,resolve,1
"French,Old French",French,Old French,response,1
,,,responses,1
"French,Old French",French,Old French,responsible,1
,,,resting,1
"Greek,French,Latin,Old French",Greek,French,restless,1
,,,restlessly,1
,,,restored,1
,,,restraining,1
,,,resurrected,1
,,,retaining,1
"Greek,Old French,French",Greek,Old French,retch,1
,,,retorted,1
French,French,,retrace,1
,,,return-room,1
,,,revealed,1
French,French,,revel,1
"French,Old French",French,Old French,revelation,1
,,,revenged,1
,,,revengeful,1
,,,revengefully,1
,,,revengefulness,1
French,French,,reverie,1
,,,reviewed,1
,,,reviewing,1
,,,reviews,1
,,,revival,1
"French,Old French",French,Old French,revolution,1
French,French,,reward,1
,,,rewarded,1
"French,Old French,Greek",French,Old French,rex,1
,,,reynolds,1
"French,Greek,Old French",French,Greek,rheumatic,1
"French,Old French,Latin,Greek",French,Old French,ribbon,1
,,,richard,1
French,French,,richly,1
,,,richmond,1
French,French,,rickety,1
,,,riddles,1
"Old French,French",Old French,French,ride,1
"Old French,Old Norse,Greek,French,Sanskrit,Latin,Norse",Old French,Old Norse,ridge,1
"French,Old French",French,Old French,ridicule,1
"Greek,Norse,Old French,French,Sanskrit,Latin",Greek,Norse,rife,1
"Old French,French,Greek",Old French,French,rim,1
,,,rims,1
,,,ringing,1
,,,rinsed,1
,,,rioting,1
"Norse,Old French,French,Greek,Sanskrit,Latin",Norse,Old French,ripe,1
"French,Latin,Greek,Old French",French,Latin,risk,1
,,,riverbanks,1
,,,roaming,1
,,,roared,1
,,,roaring,1
,,,roast,1
"French,Greek,Old French,Latin",French,Greek,rob,1
,,,robert,1
,,,robustness,1
,,,rock,1
,,,rocked,1
,,,rocking,1
,,,rome,1
,,,romeo,1
,,,room—the,1
,,,rope,1
,,,rosicrucian,1
,,,rossa,1
"French,Latin,Greek,Old French",French,Latin,rosy,1
"French,Old French",French,Old French,rotten,1
,,,rotterdam,1
"Old French,French",Old French,French,rotunda,1
French,French,,rotundity,1
"French,Old French,Greek",French,Old French,rouge,1
,,,roughshod,1
,,,roundly,1
,,,rounds,1
,,,roused,1
,,,roussel,1
,,,route,1
French,French,,rowboat,1
,,,roystered,1
"Old French,French",Old French,French,rubber,1
French,French,,rubbish,1
French,French,,ruddy,1
,,,rudeness,1
,,,ruffle,1
"French,Old French",French,Old French,ruinous,1
,,,ruins,1
,,,rushed,1
"Latin,French,Greek,Old French",Latin,French,rusty,1
,,,ryan,1
,,,sack,1
,,,sack—if,1
,,,sacraments,1
,,,sacrifices,1
,,,sadder,1
,,,sadness,1
,,,sailed,1
,,,sailing-vessel,1
,,,salmon-pink,1
"French,Old French",French,Old French,salutation,1
,,,salute,1
,,,saluting,1
"Old French,Latin,French,Greek",Old French,Latin,salver,1
,,,sandy,1
French,French,,sash,1
,,,satan,1
"French,Greek,Old French",French,Greek,satin,1
,,,satirically,1
"French,Old French",French,Old French,satisfactory,1
"French,Old French",French,Old French,satisfy,1
,,,saturated,1
French,French,,saturnine,1
,,,sauntered,1
,,,savage,1
,,,sawdust,1
,,,sayings,1
,,,scale,1
,,,scales,1
"French,Old French",French,Old French,scamper,1
"French,Greek,Old French",French,Greek,scandal,1
"French,Old French",French,Old French,scandalous,1
,,,scandalously,1
"French,Latin,Old French,Greek",French,Latin,scant,1
,,,scantily,1
French,French,,scarf,1
"French,Norse,Old French,German,Old Norse,Germanic,Sanskrit,Latin,Greek",French,Norse,scarlet,1
,,,scenery,1
,,,scenes,1
,,,scented,1
,,,sceptical,1
,,,scheme,1
"Latin,Greek,Old French,Sanskrit,French",Latin,Greek,scholar,1
,,,school-life,1
,,,schooling,1
"French,Greek,Old French,Latin",French,Greek,science,1
,,,scintillated,1
,,,scolded,1
,,,score,1
"French,Old French,Latin,Greek",French,Old French,scorn,1
,,,scornfully,1
,,,scotland,1
,,,scoundrels,1
French,French,,scream,1
,,,screened,1
,,,screw,1
,,,scriptures,1
"French,Old French",French,Old French,scrupulous,1
French,French,,scrutiny,1
,,,scudding,1
,,,scuffling,1
,,,scurry,1
,,,searching,1
,,,searchingly,1
,,,seasoned,1
,,,seasons,1
,,,seating,1
,,,seats,1
,,,secluded,1
,,,second-class,1
,,,second-hand,1
French,French,,secrecy,1
,,,secreto,1
,,,secrets,1
,,,sections,1
"French,Greek,Old French,Latin",French,Greek,secular,1
,,,secured,1
,,,securely,1
French,French,,security,1
,,,sedulously,1
,,,seed,1
,,,sees,1
,,,segment,1
,,,segouin's,1
,,,seizing,1
,,,selected,1
